SYMBOL,gain,TIMESTAMP
SREIBNPNCD,0.0975609756097561,15-NOV-2022
NIPPOBATRY,0.0964952985817027,15-NOV-2022
CLOUD,0.09463349187561355,15-NOV-2022
ANNAPURNA,0.09233572187214872,15-NOV-2022
BALKRISIND,0.09066663953993055,15-NOV-2022
ARCHIES,0.09020618734076957,15-NOV-2022
RVNL,0.0840035871108097,15-NOV-2022
OSIAHYPER,0.07893827443875692,15-NOV-2022
REFEX,0.07834101382488479,15-NOV-2022
GABRIEL,0.07648131573203351,15-NOV-2022
RAILTEL,0.07436709978167498,15-NOV-2022
NILAINFRA,0.07407407407407407,15-NOV-2022
JCHAC,0.07346117358245986,15-NOV-2022
"
		-------------------------------------------------------------------------------		
"
GSS,0.15528497989135592,14-NOV-2022
ROSSELLIND,0.14425791263421622,14-NOV-2022
TRIDENT,0.14354841170772428,14-NOV-2022
KIRLOSBROS,0.12107560393914357,14-NOV-2022
MARATHON,0.11130650199238379,14-NOV-2022
GANGOTRI,0.11111114054550437,14-NOV-2022
AXISCADES,0.10505717222771882,14-NOV-2022
FIEMIND,0.10386061601078789,14-NOV-2022
DREDGECORP,0.1035185636928949,14-NOV-2022
JTEKTINDIA,0.10151799614172693,14-NOV-2022
GICL,0.09988524374339271,14-NOV-2022
SRTRANSFIN,0.09066232356134636,14-NOV-2022
BMETRICS,0.08998143341018612,14-NOV-2022
GLFL,0.08888891008165148,14-NOV-2022
DCAL,0.08461541395920974,14-NOV-2022
NEULANDLAB,0.08381774799993012,14-NOV-2022
NATNLSTEEL,0.08333342794388489,14-NOV-2022
HILTON,0.08333337900739163,14-NOV-2022
KIMS,0.08262073604862255,14-NOV-2022
AVG,0.07301584879557292,14-NOV-2022
RAYMOND,0.07228666114333057,14-NOV-2022
MANAPPURAM,0.07215071924572218,14-NOV-2022
JIKIND,0.07142858967489157,14-NOV-2022
STAR,0.0710959126437422,14-NOV-2022
CINELINE,0.07028299007775649,14-NOV-2022
"
		-------------------------------------------------------------------------------		
"
BRIGHT,0.1938775083215381,17-NOV-2022
TIMKEN,0.18646362098138747,17-NOV-2022
JSLL,0.1758332994249132,17-NOV-2022
SREIBNPNCD,0.1502119132413567,17-NOV-2022
JUNIORBEES,0.1405832824451263,17-NOV-2022
ARCHIES,0.13725488077617037,17-NOV-2022
ISFT,0.125,17-NOV-2022
VCL,0.12299460658947108,17-NOV-2022
NIDAN,0.11047070286805874,17-NOV-2022
ENGINERSIN,0.1039671495589928,17-NOV-2022
COOLCAPS,0.10058865258530823,17-NOV-2022
GOACARBON,0.09999995705529903,17-NOV-2022
SOLEX,0.09145044424428236,17-NOV-2022
CHEMBOND,0.09024896265560166,17-NOV-2022
BHAGERIA,0.08291143103490901,17-NOV-2022
TIL,0.0810975795838891,17-NOV-2022
SHYAMTEL,0.07446816929221332,17-NOV-2022
DREDGECORP,0.07100439160018804,17-NOV-2022
HARIOMPIPE,0.0709567349567755,17-NOV-2022
E2E,0.07021149919218965,17-NOV-2022
KIRLOSENG,0.06801240340523097,17-NOV-2022
HCC,0.06687899385293115,17-NOV-2022
VINDHYATEL,0.06676112769091071,17-NOV-2022
FOODSIN,0.06596637373211003,17-NOV-2022
BALMLAWRIE,0.06324114777457226,17-NOV-2022
"
		-------------------------------------------------------------------------------		
"
UNIVASTU,0.21217952630458733,06-DEC-2022
FIVESTAR,0.20777326906948743,06-DEC-2022
PSB,0.17519688306188033,06-DEC-2022
DTIL,0.17186458889731238,06-DEC-2022
JNPT,0.16952380952380952,06-DEC-2022
TIJARIA,0.16161620637590066,06-DEC-2022
VIVIANA,0.13882356531479778,06-DEC-2022
SUMEETINDS,0.1376146837152143,06-DEC-2022
PASHUPATI,0.12275588085262645,06-DEC-2022
JAGSNPHARM,0.10861030878257175,06-DEC-2022
SRTRANSFIN,0.10558375634517767,06-DEC-2022
KOTHARIPET,0.10207216224296466,06-DEC-2022
JSL,0.09977708898698137,06-DEC-2022
PNCINFRA,0.09496051365021804,06-DEC-2022
PONNIERODE,0.09470495550066188,06-DEC-2022
NAVKARCORP,0.09406784833487818,06-DEC-2022
INDBANK,0.09386275821333907,06-DEC-2022
TARC,0.09070295098416598,06-DEC-2022
DONEAR,0.08841679023253392,06-DEC-2022
TRACXN,0.08690019079423977,06-DEC-2022
VISESHINFO,0.08333325054910777,06-DEC-2022
ZENITHSTL,0.08247424808923481,06-DEC-2022
DPSCLTD,0.08178441613894914,06-DEC-2022
SOMICONVEY,0.07865172499089663,06-DEC-2022
IDBI,0.07706423418237529,06-DEC-2022
"
		-------------------------------------------------------------------------------		
"
SADBHAV,0.21100919919527383,22-NOV-2022
WELINV,0.17679957091502416,22-NOV-2022
KOPRAN,0.17666543188604913,22-NOV-2022
VMARCIND,0.17527865842619886,22-NOV-2022
AIROLAM,0.17437496185302734,22-NOV-2022
BSL,0.15852474614183673,22-NOV-2022
JUNIORBEES,0.15139643531532096,22-NOV-2022
EASEMYTRIP,0.14861464991103843,22-NOV-2022
MAZDOCK,0.13152741514360314,22-NOV-2022
SINTERCOM,0.12970295518931776,22-NOV-2022
LOTUSEYE,0.12721522850326344,22-NOV-2022
DHANILOANS,0.12716763005780346,22-NOV-2022
MIRZAINT,0.12175787842153327,22-NOV-2022
HITECH,0.11893069791093366,22-NOV-2022
SBCL,0.11613330078125,22-NOV-2022
NRL,0.11250445435260366,22-NOV-2022
DHANILOANS,0.1059918863286036,22-NOV-2022
INNOVANA,0.1017111400314425,22-NOV-2022
GANDHITUBE,0.09830738258105191,22-NOV-2022
DYNPROPP,0.09529027632391864,22-NOV-2022
ISMTLTD,0.09354835428217406,22-NOV-2022
WEALTH,0.09169416071222486,22-NOV-2022
GRSE,0.09090909090909091,22-NOV-2022
ARSHIYA,0.08743171847949913,22-NOV-2022
OSWALSEEDS,0.0871428716750372,22-NOV-2022
"
		-------------------------------------------------------------------------------		
"
LOTUSEYE,0.13695647751075635,16-NOV-2022
RAJSREESUG,0.13390316146038356,16-NOV-2022
HUDCO,0.11570251953782622,16-NOV-2022
IBULHSGFIN,0.11555555555555555,16-NOV-2022
ZENITHEXPO,0.10207334569503416,16-NOV-2022
DYNPROPP,0.09966652280400354,16-NOV-2022
HCC,0.09507045067626592,16-NOV-2022
GLOBAL,0.09222147647078976,16-NOV-2022
DHANILOANS,0.09090909090909091,16-NOV-2022
ATULAUTO,0.0904708668598579,16-NOV-2022
SIDDHIKA,0.08909570168851753,16-NOV-2022
CAREERP,0.08826952918333633,16-NOV-2022
KIRLOSENG,0.0871326824084872,16-NOV-2022
TRANSWIND,0.08602152412124298,16-NOV-2022
BTML,0.08544599506216989,16-NOV-2022
TANTIACONS,0.08536586784167612,16-NOV-2022
SIMBHALS,0.08478807120337246,16-NOV-2022
DBOL,0.08362777793304159,16-NOV-2022
SHRENIK,0.08108106714865881,16-NOV-2022
KCPSUGIND,0.07999996609157986,16-NOV-2022
ANDREWYU,0.07962523771504462,16-NOV-2022
KOVAI,0.07740495575087876,16-NOV-2022
HONDAPOWER,0.07678538605004835,16-NOV-2022
ISFT,0.07660549058826692,16-NOV-2022
FINPIPE,0.07613040340222312,16-NOV-2022
"
		-------------------------------------------------------------------------------		
"
KABRAEXTRU,0.1964824014191391,21-NOV-2022
ALPA,0.19014085750248474,21-NOV-2022
UCOBANK,0.18412695990668404,21-NOV-2022
SKIPPER,0.16826922371542696,21-NOV-2022
SWANENERGY,0.1529279141812711,21-NOV-2022
JIKIND,0.14285717934978315,21-NOV-2022
JUNIORBEES,0.14258782373525977,21-NOV-2022
MAHABANK,0.13609462736389902,21-NOV-2022
SKP,0.11693091165045208,21-NOV-2022
CREATIVE,0.11129032258064517,21-NOV-2022
NGIL,0.1047120456027435,21-NOV-2022
REFEX,0.10266669379340278,21-NOV-2022
DESTINY,0.10242596248106275,21-NOV-2022
KSHITIJPOL,0.10086096728707186,21-NOV-2022
GANGAFORGE,0.09876533325735336,21-NOV-2022
PSB,0.09844567880761651,21-NOV-2022
IZMO,0.09430375883850871,21-NOV-2022
CENTRALBK,0.09110167727871786,21-NOV-2022
IOB,0.09069770990416061,21-NOV-2022
IFCI,0.09051717263198153,21-NOV-2022
ESCORTS,0.08554129947015571,21-NOV-2022
EASEMYTRIP,0.0811320610766141,21-NOV-2022
MADRASFERT,0.07999996609157986,21-NOV-2022
DISHTV,0.07926836430778421,21-NOV-2022
SHUBHLAXMI,0.07494146851905503,21-NOV-2022
"
		-------------------------------------------------------------------------------		
"
INDBANK,0.18181820237889354,24-NOV-2022
BSL,0.18017244887077946,24-NOV-2022
BRNL,0.17664231349081888,24-NOV-2022
ICICINIFTY,0.1625941072799799,24-NOV-2022
NAGREEKEXP,0.15942028985507245,24-NOV-2022
ROSSELLIND,0.15796871185302735,24-NOV-2022
PRECISION,0.12570612306299056,24-NOV-2022
COFFEEDAY,0.12124467190737326,24-NOV-2022
OLECTRA,0.11668122191908183,24-NOV-2022
DUCON,0.11607144757801205,24-NOV-2022
DKEGL,0.10862074227168642,24-NOV-2022
JETAIRWAYS,0.10433393088760413,24-NOV-2022
UCL,0.1028395516703221,24-NOV-2022
SUPERSPIN,0.1005917633912524,24-NOV-2022
DHANILOANS,0.09444444444444444,24-NOV-2022
SUULD,0.09354843631867439,24-NOV-2022
GSPL,0.08974900505033996,24-NOV-2022
DISHTV,0.08864268416059433,24-NOV-2022
THEMISMED,0.08651318466454222,24-NOV-2022
